01. symbol,02. open,03. high,04. low,05. price,06. Volume,07. latest trading day,08. previous close,09. change, 10. change percent
MSFT,320.8000,324.4200,319.8035,320.4000,20698864,2023-08-16,321.8600,-1.4600,-0.4536%
